sentences,class
anything new in the world of marketing?,0
how was the concert?,0
"john:please call lavorato's secretary, kim, and schedule a time to talk with john asap.thanks,john",0
why does everybody in this company know my p&l?????,0
http://ecthou-webcl1.nt.ect.enron.com/research/weather/weathermain.htm,0
jeff:anything ever happen with pedron?john,0
home.enron.comthis is home.enron.com.,0
coo's:do either of you have an objection to using cantor as an otc broker?,0
jeff:man is looking for money again to hold them over for yearend.  who do i need to talk to?john,0
"if you have a minute sometime today, please stop by.john",0
just checking up on the status of the margin project....,0
frank:how do sep basis positions roll off?john,0
ina:did you find out the info on the ena management committee>john,0
"had carlos franco just shot a 49 yesterday instead of a 70, you would have won.",0
"if j. franco wins, you win $2425if he loses, you lose $75",0
z/f trading 4,0
andy:just checking on the options.  any idea on rollout date?john,0
congrats on your new job..,0
hey:do you have any extras for tonight's game?johnps.   how's you bowl,0
z/f 10/12,0
hey:do you have jp's email address?john,0
fyi jan red jan 32/33 with sep @392,0
fyi:jan red jan trading 28.5 with sep @ 381,0
"hey,can greg fit me in for about 30 minutes tomorrow afternoon?--- your secret admirer",0
adams 30  631,0
world cup 2006  --  germany    boo!,0
dinner tonite....birthday boy???,0
euro 2004 in portugal,0
adams bot 1/2 6365,0
tickets requisitioned for england/germany.  $1500!!!!!!,0
"hey, i just got your email.call anytime after 4:00.obviously, i don't read my email very often",0
nope...your loss though,0
hey:any good set of 4 available for sunday's game,0
sounds good,0
club seats extra wide extra leg room  extra waitresses  ,0
sec 222  row 2,0
7:00 game  can you let me know tomorrow??,0
lyle lovett national anthem  nolan ryan first pitchdwight gooden first real pitch,0
i just had the whole it staff up here.i just got two good tickets to thursday's astros/yankees game,0
hey:when are you back in town??,0
hey :just wanted to see if you're doing anything tonight...any interest in getting dinner?john,0
pleas approve tricia's request to become an authorized eol trader,0
ok,0
maine impossible to get to ..    next idea?,0
maine impossible to get to...next option?,0
have you taken any finance courses yet? what's good?,0
kim:i will not be at the may 18 management mtg as i will be in ny on business.,0
best guess p&l tonight is +7,0
you in town this weekend?,0
hot like wasabi when i bust rhymesbig like leann rimesbecause i'm all about value,0
i couldnt do it.  it took 13 minutes for my alarm to wake me up.,0
wanna get sauced after work?,0
this is my idea of vacation...,0
"i almost forget about your debt, but then your bmw 315ia reminded me of it.",0
stranger:any interest in getting a drink or dinner tuesday?  havent seen you in forever.,0
pookie:check this out:www.sailmainecoast.com/index.html,0
212 836 5030,0
kimberly:any interest in accompanying me to maggi's bd party sat nite?,0
"stephanie:please set up mike maggi for trding on intercontinental exch.thanks,john",0
thanks a lot,0
awfully close......,0
do you mind if i go out with the boys from work tonight?,0
jeanie:i really need the docs on both phantom stock and options.   pleasepleasepleasejohn,0
http://messages.yahoo.com/bbs?.mm=fn&action=m&board=7081781&tid=ene&sid=7081781&mid=11711,0
http://gasmsgboard.corp.enron.com/msgframe.asp,0
fuck you,0
hey:just wondering if you're still up for sailing lessons and if you've found out anything???,0
took the wrong checkbook to work friday.  will call your courier on monday hopefully.john,0
what's your view of crude from here over next 1-4 weeks?,0
got tix for tonight,0
assuming we're driving the car to dallas tomorrow after work...,0
liz:are the diamonds still available for tonight's game?,0
txu buy 200 u @5255,0
are you in for the game?,0
"i may have some u2 tix for tonight,   wanna go?",0
http://gasfundy.corp.enron.com/gas/framework/default.asp,0
mike:which one of the hedge funds closes today?,0
hey podner:where are you buying me dinner tonight?,0
you'll be happy to know i get my car back today,0
dinner this week?  i'm free mon-wed,0
stinson:can we do the meeting today at 4:00?,0
what are you doing tonight?,0
what are you doing tonight,0
how about benjys?,0
http://sokolin.com/1998's.htm1998 monbousquet,0
dave:can you do the same printout today of children for product #33076thanksjohn,0
"yes...please change griffith to trading.thanks,john",0
dinner or drinks tonight?,0
are you free at 3:00 today to go over the aga model?,0
freak show. cash started -7 then to -15 then -7 ended -15.,0
just a reminder about drinks monday night..,0
my polling location is the knights of columbus hall. what exactly is a knight of columbus?,0
are you free for drinks either monday or wednesday?,0
we will open eol 4-7 on monday for everyone's trading pleasure.,0
"yesterday, aquilla sold march at 5.77 and 5.76 for hehub.  please change it to nymex",0
hey hon:had a great time last night.  you're one ok chick.john,0
cute girlfriends....   i'm in,0
split connect,0
just sold 500 q/u at .05      that was the pop i'm looking for,0
i got 2 for tomorrow.,0
lumber,0
83,0
hey:any interest in king biscuit after work??,0
speed on eolmessage for monday how to move to algorithmsdave or tom moran,0
http://www.baltimoresun.com/content/cover/story?section=cover&pagename=story&storyid=1150540202173,0
greg:what is the (correct) formula you devised for profitability on last trade is mid?,0
"if we were open today, where would you open it?",0
torrey:can you also approve mike maggi to trade crude as well.  thanks for your help.john,0
torrey:please set me up to trade crude.john,0
hey:any interest in seeing cirque du soleil saturday?,0
hey:what was the first cd we listened to on wednesday at my place?john,0
if only i didn't have a position today i'd be ok,0
rajib:the following are my bids for the asian option:gq 1 : .41gq 2 : .63gq 3 : .57,0
assigned to: cn=jeff arnold/ou=gco/o=enronupdated by: cn=jeff arnold/ou=gco/o=enron,0
here's the 2000 deals summary sheet that i had put together last week.  ,0
fyi,0
harry:let me know what you think.  thanks.  sr:-),0
harry:let me know what you think.  thanks.  sr:-),0
i thought this updated comparison might be useful to you.,0
any chance you'll have something for me today?,0
harry:are you still alive?,0
the location for the options session on monday at 1:00 has been changed to ecs05990.dave,0
here's the 2000 deals summary sheet that i had put together last week.  ,0
fyi,0
harry:let me know what you think.  thanks.  sr:-),0
harry:let me know what you think.  thanks.  sr:-),0
i thought this updated comparison might be useful to you.,0
this is a high-quality quantiative finance site...http://www.wilmott.com/,0
"here is the file, if i forgot to attach. ",0
here is volatility analysis - let's discuss.paul ,0
enjoy~ ,0
attached is my and pete's attempt structural clarity... comments very welcome. ,0
this is a high-quality quantiative finance site...http://www.wilmott.com/,0
fyi,0
here's the 2000 deals summary sheet that i had put together last week.  ,0
i thought this updated comparison might be useful to you.,0
harry:let me know what you think.  thanks.  sr:-),0
harry:let me know what you think.  thanks.  sr:-),0
fyi ,0
here are the average daily trade counts for novembner and december ,0
"final version for tomorrow's presentationregards,leonardo pacheco ",0
3:30 at starbucks on west gray,0
were you looking for me ?,0
 lets work with these curves. ignore my comments in the fourth column.harry,0
dave i had a great time last evening.  do you have a personal email address ?harry,0
her last name is smock,0
what is your fax number?,0
"mike, the help desk took care of the problem by restoring the file. thanks anyway.bob",0
"fran, what is your phone number?bob",0
"mona, what is your phone #?bob badeer",0
"tim, my computer numbers are:  ectpdx-990602  ectpdx-996829",0
www.lexingtonnet.com/tomatoes/creators/index.htm,0
i would rather see the sox suffer for a few more months,0
"rob, we have the meeting set up for 1:30 pm. see you then.bob",0
thanks keoni,0
"dave, attached are the bullet points we talked about.bob",0
no problem tom. i'll get it to you today.bob,0
yes it is 25 mw and we are taking care of it.bob,0
that would be great. thanksbob,0
any day works,0
8/28 is recorded on 'prior day's' sheet,0
"rob, we have the meeting set up for 1:30 pm. see you then.bob",0
no problem tom. i'll get it to you today.bob,0
"here it is: shari stackenron north america, legal departmenttel: (713) 853-9477",0
meeting with john lavorato,0
any day works,0
her last name is smock,0
your ssrs's password is 1543,0
attached is a spreadsheet to estimate export fees.,0
for your review:,0
what is your fax number?,0
3rd day of cong meeting,0
2nd day of cong meeting,0
1st day of cong meeting,0
"mike, the help desk took care of the problem by restoring the file. thanks anyway.bob",0
"fran, what is your phone number?bob",0
"updated:   aug  29, 2000 at 9:33 ",0
888 452 9851    pass code calendar contracts,0
877 381 6004   pc 560722proposed commercial model,0
"mona, what is your phone #?bob badeer",0
"tim, my computer numbers are:  ectpdx-990602  ectpdx-996829",0
employee meeting   mezzanine 4 at 2 wtc,0
www.lexingtonnet.com/tomatoes/creators/index.htm,0
i would rather see the sox suffer for a few more months,0
thanks keoni,0
sorry for the delay.  i was alone today.r,0
"dave, attached are the bullet points we talked about.bob",0
 - mtgannouncement.doc,0
yes it is 25 mw and we are taking care of it.bob,0
that would be great. thanksbob,0
board meeting to approve cong management package,0
public release of remaining cong management package appendices,0
stakeholder meetings to discuss draft cong  management package,0
release of draft cong management package,0
eei (edison electric institute) meeting about new universal contract,0
877 670 4111  passcode 589314,0
877-670-4111   passcode 589314,0
it guys switching from pge to a new system,0
steve walton in town for the northwest rto,0
locational market power mitigation   877-670-4111passcode 589314,0
sellwood park,0
real time market,0
day ahead/day of market,0
day ahead market.......oregon convention center,0
cts/bfm market......oregon convention center......777ne mlk blvd,0
bldg 101 at caiso,0
> the male and female stages of life. bye.,0
 - mtgannouncement.doc,0
<embedded outlook message attachment>,0
"hrgis#: 90010251pin#: 9257	",0
3rd day of cong meeting,0
for your review:,0
attached is a spreadsheet to estimate export fees.,0
bldg 101 at caiso,0
your ssrs's password is 1543,0
meeting with john lavorato,0
"here it is: shari stackenron north america, legal departmenttel: (713) 853-9477",0
cts/bfm market......oregon convention center......777ne mlk blvd,0
"rob, we have the meeting set up for 1:30 pm. see you then.bob",0
day ahead market.......oregon convention center,0
day ahead/day of market,0
real time market,0
sellwood park,0
locational market power mitigation   877-670-4111passcode 589314,0
steve walton in town for the northwest rto,0
> the male and female stages of life. bye.,0
"updated:   aug  29, 2000 at 9:33 ",0
it guys switching from pge to a new system,0
8/28 is recorded on 'prior day's' sheet,0
877-670-4111   passcode 589314,0
877 670 4111  passcode 589314,0
eei (edison electric institute) meeting about new universal contract,0
release of draft cong management package,0
stakeholder meetings to discuss draft cong  management package,0
public release of remaining cong management package appendices,0
board meeting to approve cong management package,0
 - mtgannouncement.doc,0
"dave, attached are the bullet points we talked about.bob",0
sorry for the delay.  i was alone today.r,0
www.lexingtonnet.com/tomatoes/creators/index.htm,0
employee meeting   mezzanine 4 at 2 wtc,0
"tim, my computer numbers are:  ectpdx-990602  ectpdx-996829",0
877 381 6004   pc 560722proposed commercial model,0
888 452 9851    pass code calendar contracts,0
"fran, what is your phone number?bob",0
1st day of cong meeting,0
2nd day of cong meeting,0
8/28 is recorded on 'prior day's' sheet,0
your ssrs's password is 1543,0
attached is a spreadsheet to estimate export fees.,0
for your review:,0
"updated:   aug  29, 2000 at 9:33 ",0
> the male and female stages of life. bye.,0
"here it is: shari stackenron north america, legal departmenttel: (713) 853-9477",0
sorry for the delay.  i was alone today.r,0
credit support annex and paragraph 13,0
the credit support annex and paragraph 13 (continued),0
 the credit worksheet,0
" letters of credit, guaranties, & equity structures",0
"higher risk counterparties, early termination, master netting issues and canadian issues",0
sean crandalldiana scholtesjeff richterchris mallorymark fischertom alonso,0
i'll be out of the office until monday february 4.,0
i thought you might find this interesting since we see her on tv so much.  ,0
thanks. i have already gotten the project underway. alan alan aronowitz,0
thanks susan--i received it.  you were the only one who turned hers in w/out a reminder!  tami,0
samantha boyd is suffering with a migraine and will be out of the office today.,0
"tana jones is out of the office and will return thursday, november 29.",0
"susan, per your request.  deb                 ",0
attached is the name change/merger information. ,0
"susan,    thank you,leonard",0
"have you bought any new dvd's recently?  if so, which ones?",0
here is the info. ,0
did you have a good birthday weekend?,0
do we want to go to any of the rodeo concerts?,0
"your mom is so fat that god said ""let there be light,"" right after she moved her fat ass.",0
thanks for showing up to the party on sunday.  your new name backout ballases!,0
is hill available for trade?  let me know what on my team interests you.-eric,0
10,0
did you get the invite to the super bowl party?,0
"sorry can't make it! you are coming to the super bowl party, right?",0
i copied your idea - and it screwed up your name!,0
did you buy any enron in the 60s?,0
"hey kyle,attahed is an updated version of the entex model.-eric",0
thanks,0
"the new deal #s are 147888,147889.-e",0
http://www.weather.com/weather/cities/us_co_alamosa.html,0
"the ticket numbers are 108210, 108058.-eric",0
here is the enron forecast for next week- notice the headline section   :-),0
http://houston.citysearch.com/profile/9867948/,0
http://www.austin360.com/sports/hookem/stories/2000/03/0201pittman.html,0
http://www.texassports.com/news/fbo/fbc/2001/02/28/983373802039.html,0
have fun on your trip to palm springs.  you live a tough life don't you?,0
"hey melba,i need to get if gd/d waha for mar approved.thanks in advance,eric",0
http://www.texassports.com/fbo/fbc/01sked.htmlthat's a good game too.,0
"i can't make it this week, but i will bring in your jersey . . . bitch!",0
"sorry, but this is funny . . .http://auburn.nu/board/display.cgi?read=236745",0
any news?-e,0
here is the information on the texas gas desk plan for 2001.thanksericx3-0977,0
http://gasmsgboard.corp.enron.com/msgframe.asp,0
does anybody want to go see him on friday march 30?let me know.,0
http://www.fightsongs.com/bigten.html,0
http://www.ladera-stlucia.com/,0
are we doing dinner tonite?,0
www.adventurevillage.com,0
http://espn.go.com/recruiting/s/2000toprbs.html,0
 mls # 534605check it out - maybe a little too expensive though,0
option 1 is an extra $600option 2 is an extra $1300,0
http://rcommerce.us.dell.com/rcomm/config.asp?order_code=rcrc968773-52962,0
http://www.texassports.com/news/fbo/fbc/2001/01/05/978741257372.html,0
"how many 1 way tickets do you have?  i am interested in buying in bulk!thanks,eric bass",0
http://cbs.sportsline.com/u/football/college/2000/sportsline115/,0
happy hour tonight  @ kenneally's @ 5:00.let me know if you are coming.,0
heard anything?,0
have you heard anything about the reschedule date?,0
"hey rob,i put some katy basis products out there for approval.  could you see to those?thanks,eric",0
http://houston.citysearch.com/profile?fid=11&id=11400980,0
http://www.hyatt.com/usa/san_diego/hotels/hotel_sanrs.html,0
"jason,shanna and i were wondering what you and donnita were doing for new years?-eric",0
http://espn.go.com/abcsports/bcs/columns/cunningham_ed/2000/1220/964218.html,0
the bitch would like you to change the 1.5 mm bid/offer to 7 mm,0
"what are the details on vegas, i.e. dates and times of flights?",0
http://espn.go.com/abcsports/bcs/s/2000/1214/949386.html,0
looks like everyone is out on the happy hour - i guess we'll do it some other time,0
are ya'll up for keneally's tonight?,0
when are you leaving?,0
"rob,thanks for approving those products, but i still need exxon katy for jan01 approved.thanks,eric",0
"rob,i have created several jan01 texas phys products.  could you please approve them?thanks,eric",0
my dad has those and hasn't sent them yet,0
http://www.rsn.com/cams/telluride/,0
how about this . . . http://affiliate.travelnow.com/specials_new/dow/index_a.html,0
$0 bid for the redskins d,0
who makes the ornaments that you like so much?-e,0
i just tried to call you.  what is your parents address?-e,0
anyone up for keneally's after work today?,0
do you have any additions because i am going to take the plays to kinkos and get them laminated?,0
http://houston.citysearch.com/e/v/houtx/0000/91/67/cs1.html,0
updated plays.  i have copied both sheets on 1 page (front and back).,0
http://www.rsn.com/pages/include/cams/campic.html?rsn_resort=telluride,0
http://www.lasvegassun.com/sunbin/stories/archives/2000/nov/10/511018638.html?tom+carroll,0
http://www.lasvegassun.com/sunbin/stories/archives/2000/nov/10/511018638.html?tom+carroll,0
"http://cbs.sportsline.com/u/ce/multi/0,1329,3028555_56,00.html",0
http://www.sportingnews.com/voices/tom_dienhart/20001114.html,0
http://www.telski.com/tandp/extras/photo_of_day/index.html,0
what is ramiro's last name?,0
"attached is the powerpoint with updated data.  please review and make any final changes.thanks,eric",0
$1 bid for watson - rb stl,0
-http://www.rsn.com/pages/include/cams/campic.html?rsn_resort=telluride,0
mcnabb and freeman for bruce,0
i will give you bill schroeder/darnell autry and kyle brady for frank wycheck,0
there are no rainouts in this league - so try to show up by 8:30,0
are you in on the game tonight?,0
everything you ever wanted to know about telluride.http://www.telluride-ski.com/#,0
"culpepper and anderson for toomer, autry, and mcnabb",0
this is the last week for trades,0
"mcnabb, toomer, and autry for warner.  this at least gives you a chance for the rest of the year",0
2 rows again tonight for half priced pizza- and yes i am a fat #$&%!,0
what is your home phone #?,0
$0 bid for skip hicks,0
http://espn.go.com/ncf/columns/feldman/822932.html,0
http://www.startext.com/news/doc/1047/1:colleges32/1:colleges321017100.html,0
we can go out this weekend,0
http://www.mgmmiragevacations.com/bestbeau1.htm,0
http://www.rushlimbaugh.com/home/weekend_sites/weekend100900_101300/quotes_101000.html,0
mcnown and toomer for horn and culpepper,0
are you up for a little golden tee on friday?,0
$52 bid for d. autry,0
http://www.utexas.edu/students/lhbsa/sounds/,0
http://www.weather.com/weather/cities/us_tx_dallas.html,0
just a reminder.  please try to be at the field by 6:30.,0
$0 for centers,0
do you want to go beat the crap out of some ou fans in dallas this weekend?,0
are you coming to the game tonight?,0
"after the weekly bidding process is finished, you can complete all transactions on the website.",0
are we done?,0
you never responded to my last offer - taylor and anderson or watters for garner and freeman?,0
horn for m. andersonyou are short wrs ,0
$0 bid for darrell jackson,0
are you going to make tomorrow?,0
your choice of anderson or watters   and  taylor,0
do you still want beasley for gonzalez?,0
"alright, you know now that you need to trade taylor - what do you want for him?",0
"anyone up for half price pizza tonight, say around 7:45?  and yes, i am a fat ass!let me know.",0
your wrs are terrible - let me help you out,0
did we ever decide on the whether to change to the owner's club or not?,0
did you mean to trade bledsoe for mack?,0
713-853-0977,0
what do you want for taylor?,0
$2 bid for marcus pollard,0
"by the way, wear your grey ""heat"" jerseys to the game and bring a blue t-shirt as an extra.",0
$1 bid for bjornson$0 bid for greg clark,0
"a clarification - you can only bid whole dollars for players, i.e no $1.50 bids - o'neal.",0
i bid $5 for eddie kennison.,0
what do you want for taylor?,0
do you know if you are going to make it yet?,0
i would like to place a $33 bid for prentice,0
did you see that taylor is out this weekend?,0
tony richardson and wayne chrebet for antonio freeman?,0
rickey watters and wayne chrebet for antonio freeman?,0
your running backs suck - what do you want for harrison?rb and wr (carter),0
http://ecthou-webcl1.nt.ect.enron.com/gas/,0
brunell or bledsoe - which one are you willing to trade and for what?  i could give a rb and a wr,0
gary has told me that he would like to bid:kyle brady $11dedric ward $6james allen $21,0
http://www.denverpost.com/broncos/brnx0408sa.htm,0
$51 bid for mike anderson,0
are you going to put it in the system or do you just want me to do it?,0
are you coming to the uh/tx game on 9/23 - is donnita?,0
"cris carter, robert smith, and jerome bettis for marvin harrison and corey dillon",0
"hey, i need to buy a new computer - how much would current top of line cost w/ cd burner?",0
my address is 2302 travis st. #8225 houston 77006,0
i offered it online but robert smith and jerome bettis for ricky williams,0
"hey michelle,did you get the tickets?  how much more $ do i owe you?let me knowthanks,eric",0
"well, if you don't have a preference then let's go to c&hs",0
what it the abbreviation for our website?,0
"stephen davis, terry glenn and bill schroeder for williams, moss, and travis taylor?",0
garner and glenn for t.d. ?,0
terry glenn and charlie garner for eddie george?,0
"charlie garner, terry glenn, and donovan mcnabb for marshall faulk",0
"http://www.sun-sentinel.com/sports/daily/detail/0,1136,33500000000108999,00.html?",0
"i sent that file to you in error. please disregard.thanks,eric",0
"raymont harris, bill schroeder and wayne chrebet for smith ",0
what do you want for fred taylor?,0
"for kevin johnson, wayne chrebet, and bill schroeder?",0
what do you want for engram?,0
what is your offer on marcus robinson?,0
what do you want for fred taylor -  do you see he is out for the first 2 weeks?,0
"what do you think?  chrebet,dillon",0
"how about raymont, bill schroeder and wayne chrebet for freeman?",0
your running backs suck.  i will give you raymont harris and wayne chrebet for freeman.,0
your team is so bad,0
what do you want for randy moss?,0
what do you want for tony gonzalez?,0
football.commissioner.com/kourn,0
well?,0
"chris,do you have the rrc historical production data?-ericx3-0977",0
i would be willing to swap 1st round picks with you for your 1 and a high 4th round picklet me know,0
what do you want for your 3rd round pick,0
what do you want for your 3rd round pick?,0
what do you want for one of your 3rd round picks?,0
what do you want for your 4th round pick?,0
how about the final pick in the 2nd and my third for your 2nd and your 4th,0
what do you want for it?,0
did you buy enron this morning?,0
"thanks, again, for calling me back last night!",0
"as enron reaches new highs (82), i hope you took my advice to buy it at 74.  did you?-e",0
"by popular vote, the draft will take place at noon on 8/20 at bw-3 in rice village.",0
"here you go,tell me what you think.i spent a lot of time on this",0
did you talk to christen?  what does she want to do tonight?e,0
who do you want me to invite and for what time?,0
the 24th (2) pick and the 42nd (4) pick for your 2nd round and your 7th round?,0
what is your cell phone #?,0
http://ecthou-webcl1.nt.ect.enron.com/gas/gas_index.html,0
how about the 24th and 31st pick for the 13th?,0
"my 1,4,and 6 for your 1, 5,7",0
"my 1,4,and 6 for your 1, 5,7",0
i offered you my 1 and 3 for your 1 and 4.  i can throw in my 5 for your 6.let me know.eric,0
i will give you my 3rd and 9th round picks for your 2nd.let me know.,0
the new draft date is 8/20 by overwhelming majority.  stay tuned for further details. ,0
http://www.sportingnews.com/nfl/support/,0
all you need to do is input your notional positions in the yellow fields,0
did i win my bet?,0
any news on this data?-eric,0
 let me know whether or not you will be there.  please try to make it by 9:15.,0
any news?eric,0
http://www.theonion.com/onion3618/kid_rock_starves.html,0
  let me know whether or not you will be there.  please try to make it by 9:15.,0
"any news?we would like to trade that this bid weekthanks,eric",0
55 - how about you?,0
"hey,i tried to call you.  i need brandi's work #, home # and social security #.e",0
did you make your reservation? ,0
tonight's game has been cancelled,0
thought you might find this interesting!,0
the game is at 8:45 on monday@ the post oak ymca.  let me know if you can make it.,0
here is my bracket.  i will bring the money down around 10:30.,0
i'll give you a call after trading,0
"i just wanted to rsvp for the chinese archaeology exhibit on march 1.thanks,eric",0
here is the revised version. ,0
got any good stock picks?i will probably be able to make valentine's day.-e,0
8/2-8/8$239/nightritz carlton st thomasconfirm #82744876,0
activate all who work with transmission or have any good ideas on the subject.,1
add more to your score by stopping in and picking up hefty load of construction supplies to win.,1
add o'neal winfee and george smith to the attendees list.,1
"additionally, send me the payment schedule for tenaska iv this month.",1
adjust our purchase amount from each party based on the transport allocation.,1
"after the next meeting, let me know on the timing of preparing this draft.",1
after this is done please let stephanie know so that she can redraft her invoice the next day after pops bridges to mops.,1
"alex, please use the second check as the october payment.",1
"alicia, please schedule me to attend this meeting.",1
allen please authorize the following products for app,1
allen please authorize the following products for approval.,1
allocate them evenly among these teams.,1
allow people to know month ahead if they will be affected by rolling blackouts.,1
also include the incremental volume you are wishing to transport under the compression agreement.,1
also please check the mathematical integrity of our figures.,1
also please confirm this whether we should bill ees for this deal or not.,1
also please review the following list of issues and others to be added so that can send ces an agenda.,1
also rika please consider gather couple of your powerusers and we can review this app for other refinements.,1
also you have to bottom out the exhaust related performance ld's.,1
"also, i need you to update the unit serial numbers if you'd like them included in the agreement.",1
"also, make sure to submit your feedback in consolidated format and on the spreadsheet attached below only one feedback from each group at time instead of multiple feedbacks from different people.",1
"also, please advise of the results of the conference call which you had with am working on the assignment and assumption agreement.",1
"also, please check to see if date for offsite has been set and reschedule that to next week.",1
"also, please find out who the releasing shipper is and the primary receipt and delivery points.",1
"also, please make sure that we logoff again tonight...the it group could not migrate us over the weekend due to incomplete items with legal.",1
"alternatively, notify the sender by replying to this transmission and delete the message without disclosing it.",1
"alvin, please show this on the morning sheet as put to coh at if or something real intelligent like that for next 3 days.",1
always check with someone from unify to make sure no one used these deals for anything in unify.,1
"american express, please hit the reply button and let us know by subject line.",1
andrea dahlke and wiese has to confirm through email that both of you understand the rec situation for green mountain.,1
"andrea, please resend the first three resumes.",1
"andrea, please resend the first three resumes.",1
"andrew please check with credit, and after they approve, come to me to assign.",1
"andy rodriquez claudia please arrange conference call with tim, john and myself to discuss the method for allocation going forward.",1
"andy, please assign user name to ran",1
"andy, please assign user name to randy gay.",1
"angela, make sure buy chris's gift on monday.",1
"angela, please pick the 29th or 30th based on jlg's schedule and send to tracy about the schedule.",1
"angie, for tomorrow, please schedule this as parked as current day activity.",1
anne please look into this issue and clear it for doug.,1
"apologize to dr.lay and return $10,000 in campaign cash.",1
apply even when alternate delivery points are nominated.,1
approve any takeover even if company directors object.,1
approve president bush's plan to deal with the country's current energy problems.,1
"as a priority, please resolve outstanding issues on client accounts.",1
"as you are selected in a team tournament we request you to enter as an individual and please contact one of the following by monday, may 8th.",1
ask lt to help on this and carefully consider your financial position before trading.,1
ask them about their lone star transport allocation.,1
ask them for specific site so we can do the research in the event that any of them raise the issue of paying any of the old enron bills.,1
"at your earliest convenience, please give me call to address these concerns.",1
"attached please find the resume and schedule interview for blake townsley's informational interviews for monday, january 29.",1
attend the call with epsa about this effort on tuesday at 5p.m.,1
authorize mettatal to file our pleading.,1
avoid possible system delays near the deadline.,1
be ready for us to bill out on monday.,1
"be ready with the answers for the cities you're interested in, how long you want to track them, so we can schedule it accordingly.",1
be sure to indicate complete cardholder information.,1
"be sure to respond before december 28, 2001.",1
bend them back as far as possible with as much pressure pushing down on them as possible.,1
bid $10 on jeff feagles on my behalf.,1
billy braddock please participate and give group overview.,1
"bob zacouras, report to the designated seats in the event of an outage in ecs.",1
"bob, go ahead and accept the nom revision.",1
"bob, leave the nom as it is in the system and do not make any changes.",1
"book room today at one of our strip properties mandalay bay, luxor, monte carlo, excalibur or circus circus las vegas and send me the confirmation on it.",1
"book tickets by may 30, 2001 and complete your travel by december 31, 2001 to take advantage of everything canada project has to offer.",1
brenda please put this on dicks calendar and the desk calendar to make others know the meeting dates.,1
"brenda, please use the second check as my october pay",1
"brenda, please use the second check as my october payment.",1
bring bottle of bubbly sparkling cider because we have some special month!,1
bring this before his management to get it solved.,1
buy from tenaska and sell to anp.,1
"by next meet, let me know what is reasonable and if there is anything can do to assist in expediting the process.",1
"calger jim, please provide quick update.",1
"call babysitter, email me back, and lets get together!",1
call me after you get this,1
call me after you get this message.,1
call me when you have chance to talk through the list.,1
call me when you have the time to go over this.,1
call me with feedback after you speak to hugo or with any other ideas about moving this project,1
call me with feedback after you speak to hugo or with any other ideas about moving this project forward.,1
call my little ees buddies to get better understanding of specific ldc.,1
call or email to let me know if this would work for you.,1
call susan on friday afternoon to check how things are going.,1
cancel my rsvp for carrin patman's lunch tomorrow.,1
"carrie, recheck to confirm the deals values in the attached file are incorrect.",1
change the buyer from the old desk to the new desk that matches the supply or market deal that you are pathing with.,1
change your address and request credit line increase.,1
change your contribution rate for the november 15th payroll deductions,1
check 1406 walmart description and unit,1
check 2002 net commercial make sure it ties to the other 2002 plan page.,1
check and let us know the correct process which we are using is correct or not.,1
check and see if we need ferc license for ercot and please let me know.,1
check exhibit to make sure that all parties are listed and the appropriate counsel is listed.,1
check if tetco allocated the vol to their contract.,1
check if this is now acceptable to enron for filing.,1
check out sageonline where top financial industry professionals answer your questions and ask them about it.,1
check out the database and make sure that got all pge docs and then we can forward an email to users.,1
check out the maintain section so that you can get great repair and maintenance information.,1
check out the new postings in the office of the chairman category in emeet.,1
check out this list of the points we plan to put on the map and let me know if we should eliminate or add based on traders requests jan.,1
check the fantasy news area throughout the week for news and advice from our experts.,1
check to resolve system-wide problems on market data servers as well as data delivery networks and let me know the status.,1
check with bill sherk to see what his progress has been regarding ncng negotiations.,1
check with christie patrick first to see what the history is.,1
check with george to make sure no one in his group has called the other pipes.,1
check with mark reese to see if lamar frazier would be interested.,1
check with your sme's for additional candidates.,1
"chris and judy, please pass on to any of your folks who need to know that we've completed the name change from enron cap trade to enron north america.",1
"chris and scott, please check the term and pricing, and correct the deal tickets.",1
"chris germany, please reserve conference room for up to people for hour on wednesday.",1
"chris germany, please wire $584,689.36 to enron corp for the elec settlement.",1
"chris, as we discussed, please get with brenda fletcher and set this up since the pathing does not allow me.",1
"chris, find that local production list when you have chance and forward it to me.",1
"chris, give me call when you have moment.",1
"chris, let's look at this together so we get it right for january.",1
"chris, please call me once you have looked at these questions and let me know what additional questions we should ask dominion.",1
"chris, please fax the support sent to you on this.",1
"chris, please generate the august invoice for ces and send to me.",1
"chris, since we now feel certain ena bought this gas on jan 21st, please path the supply deal from coh deal 153863 to one of those large ces deal tickets.",1
"cohagan director, ews also, please find attached the marketing contact list.",1
collaborate with outside software consultants for developing new or modifying existing systems.,1
collaborate with system-level and design verification engineers sw developers and ip developers to verify soc designs on entire aggressive time schedules.,1
collect the updates and information on career and community services available to them.,1
compare this to the california public utilities commission's definition of fair rates.,1
compare your existing system with our latest product offerings.,1
"complete the buyer and shipping info, print and fax this form with copy of your check attached or the completed credit card information.",1
complete the form below and add new joinees details once you get from them.,1
conduct an investigation of the reported matter to make it clear.,1
confirm whether these are appropriate in scope and amount.,1
"consider all factors, including your risk tolerance, to take realistic view of how to handle the margin call.",1
continue to monitor hydro so as to reflect ees interests.,1
"contribute to all team effort through attaining related results for next week, so we can start new team.",1
